StartDate,EndDate,Status,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,,,DistributionChannel,UserLanguage,kindergarten,kindergarten_DO_1,kindergarten_DO_2,kindergarten_DO_3,kindergarten_DO_4,kindergarten_DO_5,ohtwoone,ohtwoone_DO_1,ohtwoone_DO_2,ohtwoone_DO_3,ohtwoone_DO_4,ohtwoone_DO_5,turkey,turkey_DO_1,turkey_DO_2,turkey_DO_3,turkey_DO_4,turkey_DO_5,consent,birth_year,sc_instructions,spanking_1986,spanking_2018,spanking_yes,spanking_no,spanking_self,woman_home_1977,woman_home_2018,woman_home_yes,woman_home_no,woman_home_self,weed_1973,weed_2018,weed_yes,weed_no,weed_self,affairs_1973,affairs_2018,affairs_yes,affairs_no,affairs_self,harassment_1986,harassment_2017,harassment_no,harassment_yes,harassment_self,woman_prez_1972,woman_prez_2010,woman_prez_yes,woman_prez_no,woman_prez_self,religion_1965,religion_2018,religion_yes,religion_no,religion_self,politics_1990,politics_2016,politics_yes,politics_no,politics_self,abortion_1977,abortion_2018,abortion_yes,abortion_no,abortion_self,premarital_sex_1972,premarital_sex_2018,premarital_no,premarital_yes,premarital_sex_self,black_prez_1978,black_prez_2010,black_prez_yes,black_prez_no,black_prez_self,gay_marriage_1988,gay_marriage_2018,gay_marriage_yes,gay_marriage_no,gay_marriage_self,gun_1972,gun_2018,gun_yes,gun_no,gun_self,handgun_1987,handgun_2019,handgun_yes,handgun_no,handgun_self,assault_1996,assault_2018,assault_yes,assault_no,assault_self,death_1972,death_2018,death_yes,death_no,death_self,smoking_1990,smoking_2018,smoking_yes,smoking_no,smoking_self,immigration_1965,immigration_2019,immigration_no,immigration_yes,immigration_self,i_strength_1994,i_strength_2019,i_strength_yes,i_strength_no,i_strength_self,climate_worry_1990,climate_worry_2019,climate_worry_yes,climate_worry_no,climate_worry_self,climate_belief_2001,climate_belief_2019,climate_belief_yes,climate_belief_no,climate_belief_self,women_draft_1979,women_draft_2016,women_draft_yes,women_draft_no,women_draft_self,bible_1976,bible_2017,bible_yes,bible_no,bible_self,god_1965,god_2017,god_yes,god_no,god_self,black_intel_1990,black_intel_2018,black_intel_no,black_intel_yes,black_intel_self,black_work_1990,black_work_2018,black_work_yes,black_work_no,black_work_self,hispanic_work_1990,hispanic_work_2018,hispanic_work_yes,hispanic_work_no,hispanic_work_self,hispanic_intel_1990,hispanic_intel_2018,hispanic_intel_no,hispanic_intel_yes,hispanic_intel_self,asian_work_1992,asian_work_2016,asian_work_yes,asian_work_no,asian_work_self,black_marry_1990,black_marry_2018,black_marry_no,black_marry_yes,black_marry_self,hispanic_marry_1990,hispanic_marry_2018,hispanic_marry_no,hispanic_marry_yes,hispanic_marry_self,asian_marry_1990,asian_marry_2018,asian_marry_no,asian_marry_yes,asian_marry_self,women_politics_1974,women_politics_2018,women_politics_yes,women_politics_no,women_politics_self,abortion_health_1972,abortion_health_2018,abortion_health_yes,abortion_health_no,abortion_health_self,women_work_1994,women_work_2012,women_work_yes,women_work_no,women_work_self,women_preschool_1988,women_preschool_2012,women_preschool_no,women_preschool_yes,women_preschool,gay_adopt_1992,gay_adopt_2016,gay_adopt_yes,gay_adopt_no,gay_adopt,gay_military_1992,gay_military_2012,gay_military_yes,gay_military_no,gay_military_self,communist_1972,communist_2018,communist_yes,communist_no,communist_self,anti_religion_1972,anti_religion_2018,anti_religion_yes,anti_religion_no,anti_religion_self,homo_speak_1973,homo_speak_2018,homo_speak_yes,homo_speak_no,homo_speak_self,militarist_1976,militarist_2018,militarist_yes,militarist_no,militarist_self,racist_1976,racist_2018,racist_yes,racist_no,racist_self,therm_explain,black_1964,black_2016,black_no,black_yes,black_self,hispanic_1976,hispanic_2016,hispanic_no,hispanic_yes,hispanics_self,illegal_1988,illegal_2016,illegal_no,illegal_yes,illegal_self,gay_1984,gay_2016,gay_no,gay_yes,gay_self,asian_1992,asian_2016,asian_no,asian_yes,asian_self,poor_1972,poor_2016,poor_no,poor_yes,poor_self,welfare_1976,welfare_2012,welfare_no,welfare_yes,welfare_self,feminists_1988,feminists_2016,feminists_yes,feminists_no,feminists_self,attention_1_1,attention_1_5,attention_yes,attention_no,social_change,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,political_ideology,political_party,lookup,instructions,FL_59_DO_FL_60,FL_59_DO_FL_270,FL_59_DO_FL_224,FL_59_DO_FL_163,FL_59_DO_FL_166,FL_40_DO_spanking,FL_40_DO_womanhome,FL_40_DO_weed,FL_40_DO_affairs,FL_40_DO_sexualharassment,FL_40_DO_womanpresident,FL_40_DO_religion,FL_40_DO_politics,FL_40_DO_abortion,FL_40_DO_premaritalsex,FL_40_DO_blackpresident,FL_40_DO_gaymarriage,FL_40_DO_gun,FL_40_DO_handgun,FL_40_DO_assault,FL_40_DO_death,FL_40_DO_smoking,FL_40_DO_immigration,FL_40_DO_i_strength,FL_40_DO_climate_worry,FL_40_DO_climate_belief,FL_40_DO_women_draft,FL_40_DO_bible,FL_40_DO_god,FL_40_DO_black_intel,FL_40_DO_black_work,FL_40_DO_hispanic_work,FL_40_DO_hispanic_intel,FL_40_DO_asian_work,FL_40_DO_black_marry,FL_40_DO_hispanic_marry,FL_40_DO_asian_marry,FL_40_DO_women_politics,FL_40_DO_abortion_health,FL_40_DO_women_work,FL_40_DO_women_preschool,FL_40_DO_gay_adopt,FL_40_DO_gay_military,FL_40_DO_communist,FL_40_DO_anti_religion,FL_40_DO_homo_speak,FL_40_DO_militarist,FL_40_DO_racist,FL_272_DO_spanking,FL_272_DO_womanhome,FL_272_DO_weed,FL_272_DO_affairs,FL_272_DO_sexualharassment,FL_272_DO_womanpresident,FL_272_DO_religion,FL_272_DO_politics,FL_272_DO_abortion,FL_272_DO_premaritalsex,FL_272_DO_blackpresident,FL_272_DO_gaymarriage,FL_272_DO_gun,FL_272_DO_handgun,FL_272_DO_assault,FL_272_DO_death,FL_272_DO_smoking,FL_272_DO_immigration,FL_272_DO_i_strength,FL_272_DO_climate_worry,FL_272_DO_climate_belief,FL_272_DO_women_draft,FL_272_DO_bible,FL_272_DO_god,FL_272_DO_black_intel,FL_272_DO_black_work,FL_272_DO_hispanic_work,FL_272_DO_hispanic_intel,FL_272_DO_asian_work,FL_272_DO_black_marry,FL_272_DO_hispanic_marry,FL_272_DO_asian_marry,FL_272_DO_women_politics,FL_272_DO_abortion_health,FL_272_DO_women_work,FL_272_DO_women_preschool,FL_272_DO_gay_adopt,FL_272_DO_gay_military,FL_272_DO_communist,FL_272_DO_anti_religion,FL_272_DO_homo_speak,FL_272_DO_militarist,FL_272_DO_racist,FL_226_DO_spanking,FL_226_DO_womanhome,FL_226_DO_weed,FL_226_DO_affairs,FL_226_DO_sexualharassment,FL_226_DO_womanpresident,FL_226_DO_religion,FL_226_DO_politics,FL_226_DO_abortion,FL_226_DO_premaritalsex,FL_226_DO_blackpresident,FL_226_DO_gaymarriage,FL_226_DO_gun,FL_226_DO_handgun,FL_226_DO_assault,FL_226_DO_death,FL_226_DO_smoking,FL_226_DO_immigration,FL_226_DO_i_strength,FL_226_DO_climate_worry,FL_226_DO_climate_belief,FL_226_DO_women_draft,FL_226_DO_bible,FL_226_DO_god,FL_226_DO_black_intel,FL_226_DO_black_work,FL_226_DO_hispanic_work,FL_226_DO_hispanic_intel,FL_226_DO_asian_work,FL_226_DO_black_marry,FL_226_DO_hispanic_marry,FL_226_DO_asian_marry,FL_226_DO_women_politics,FL_226_DO_abortion_health,FL_226_DO_women_work,FL_226_DO_women_preschool,FL_226_DO_gay_adopt,FL_226_DO_gay_military,FL_226_DO_communist,FL_226_DO_anti_religion,FL_226_DO_homo_speak,FL_226_DO_militarist,FL_226_DO_racist,FL_163_DO_FL_161,FL_163_DO_FL_61,FL_116_DO_spanking,FL_116_DO_womanhome,FL_116_DO_weed,FL_116_DO_affairs,FL_116_DO_sexualharassment,FL_116_DO_womanpresident,FL_116_DO_religion,FL_116_DO_politics,FL_116_DO_abortion,FL_116_DO_premaritalsex,FL_116_DO_blackpresident,FL_116_DO_gaymarriage,FL_116_DO_gun,FL_116_DO_handgun,FL_116_DO_assault,FL_116_DO_death,FL_116_DO_smoking,FL_116_DO_immigration,FL_116_DO_i_strength,FL_116_DO_climate_worry,FL_116_DO_climate_belief,FL_116_DO_women_draft,FL_116_DO_bible,FL_116_DO_god,FL_116_DO_black_intel,FL_116_DO_black_work,FL_116_DO_hispanic_work,FL_116_DO_hispanic_intel,FL_116_DO_asian_work,FL_116_DO_black_marry,FL_116_DO_hispanic_marry,FL_116_DO_asian_marry,FL_116_DO_women_politics,FL_116_DO_abortion_health,FL_116_DO_women_work,FL_116_DO_women_preschool,FL_116_DO_gay_adopt,FL_116_DO_gay_military,FL_116_DO_communist,FL_116_DO_anti_religion,FL_116_DO_homo_speak,FL_116_DO_militarist,FL_116_DO_racist,FL_19_DO_blackthermometer,FL_19_DO_hispanicthermometer,FL_19_DO_illegal,FL_19_DO_Gaysandlesbiansthermometer,FL_19_DO_Asian-Americansthermometer,FL_19_DO_poorpeoplethermometer,FL_19_DO_welfare,FL_19_DO_feministsthermometer,FL_166_DO_FL_167,FL_166_DO_FL_213,FL_169_DO_spanking,FL_169_DO_womanhome,FL_169_DO_weed,FL_169_DO_affairs,FL_169_DO_sexualharassment,FL_169_DO_womanpresident,FL_169_DO_religion,FL_169_DO_politics,FL_169_DO_abortion,FL_169_DO_premaritalsex,FL_169_DO_blackpresident,FL_169_DO_gaymarriage,FL_169_DO_gun,FL_169_DO_handgun,FL_169_DO_assault,FL_169_DO_death,FL_169_DO_smoking,FL_169_DO_immigration,FL_169_DO_i_strength,FL_169_DO_climate_worry,FL_169_DO_climate_belief,FL_169_DO_women_draft,FL_169_DO_bible,FL_169_DO_god,FL_169_DO_black_intel,FL_169_DO_black_work,FL_169_DO_hispanic_work,FL_169_DO_hispanic_intel,FL_169_DO_asian_work,FL_169_DO_black_marry,FL_169_DO_hispanic_marry,FL_169_DO_asian_marry,FL_169_DO_women_politics,FL_169_DO_abortion_health,FL_169_DO_women_work,FL_169_DO_women_preschool,FL_169_DO_gay_adopt,FL_169_DO_gay_military,FL_169_DO_communist,FL_169_DO_anti_religion,FL_169_DO_homo_speak,FL_169_DO_militarist,FL_169_DO_racist,FL_215_DO_blackthermometer,FL_215_DO_hispanicthermometer,FL_215_DO_illegal,FL_215_DO_Gaysandlesbiansthermometer,FL_215_DO_Asian-Americansthermometer,FL_215_DO_poorpeoplethermometer,FL_215_DO_welfare,FL_215_DO_feministsthermometer
11/2/20 13:44,11/2/20 13:55,IP Address,,100,651,TRUE,11/2/20 13:55,R_2qejUFe4MMZ5XJV,,,,,,,anonymous,EN,Kindergarten,3,4,5,2,1,2138,1,2,4,3,5,Eating turkey,2,5,4,3,1,I consent to take part in this study,1965,I understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,41,1,7,Not allowed,,,,,,,,,,,,,,,,I understand,21,79,5,2,88,28,56,5,3,83,44,54,7,1,30,39,67,7,1,88,63,72,4,4,89,48,65,4,4,89,26,53,7,1,58,32,58,7,1,78,1,1,,,5,55,Female,White,English,,Very Good,Other,tree,Some college,Somewhat conservative,Lean Republican,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,5,2,8,7,3,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20 13:45,11/2/20 13:55,IP Address,,100,563,TRUE,11/2/20 13:55,R_2q4dlgCpspTXp7g,,,,,,,anonymous,EN,Kindergarten,5,1,3,2,4,2138,2,1,5,3,4,Eating turkey,1,4,5,3,2,I consent to take part in this study,1968,I understand,,,,,,70,20,7,1,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,40,1,7,"No, should not be",,,,,,,,,,,,,,,,,,,,,,,,,,25,70,1,7,Only a little,,,,,,5,20,1,7,Should not,3,23,1,7,"Inspired word of God, not to be taken literally",,,,,,4,5,7,1,4,,,,,,,,,,,3,4,6,1,4,,,,,,,,,,,,,,,,50,20,7,1,Somewhat opposed,,,,,,,,,,,65,85,1,7,Agree,,,,,,,,,,,,,,,,10,70,1,7,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,52,Male,White,English,,Good,Other,tree,Four-year college degree,Very conservative,Strongly Republican,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,5,,,,,,4,,2,10,,8,,,1,,,,3,,,9,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20 13:46,11/2/20 13:55,IP Address,,100,539,TRUE,11/2/20 13:55,R_2VO94i0JeyUUHf6,,,,,,,anonymous,EN,Kindergarten,2,3,5,4,1,2138,4,2,5,3,1,Eating turkey,3,2,5,4,1,I consent to take part in this study,1987,I understand,,,,,,70,30,7,2,Strongly disagree,,,,,,,,,,,,,,,,,,,,,80,50,6,3,Not very important,,,,,,,,,,,80,50,7,2,Not wrong at all,,,,,,,,,,,50,70,3,7,Oppose,,,,,,,,,,,,,,,,,,,,,,,,,,60,50,2,6,Strengthen our country,,,,,,,,,,,,,,,,5,25,1,7,"Ancient book of fables, legends, history, and moral precepts recorded by man",90,75,4,4,No,,,,,,,,,,,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,90,4,7,Allowed,,,,,,,,,,,70,50,1,7,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,32,Male,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Lean Democrat,No,,1,,,,,,7,,,,,5,,,2,,,3,,,,,,10,,,,4,8,,,9,,,,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20 13:46,11/2/20 13:55,IP Address,,100,528,TRUE,11/2/20 13:55,R_3DcLh0doIEdSHta,,,,,,,anonymous,EN,Kindergarten,2,5,1,4,3,2138,4,1,3,5,2,Eating turkey,5,4,2,1,3,I consent to take part in this study,1972,I understand,,,,,,50,30,6,4,Strongly disagree,,,,,,15,30,2,5,Always wrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,70,3,5,Yes,,,,,,,,,,,15,50,2,5,"Yes, should be",,,,,,,,,,,50,70,4,4,"Yes, made illegal",,,,,,50,50,2,5,Strengthen our country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,25,7,4,Disagree,,,,,,,,,,,40,15,6,2,Work full time,,,,,,,,,,,,,,,,25,60,4,4,Allowed,,,,,,,,,,,70,50,4,4,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,47,Female,White,English,,Very Good,Other,tree,Graduate school,Very liberal,Strongly Democrat,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,10,,,6,,,1,,9,,,,,,,,,,,,,,2,,,7,,,,5,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20 13:45,11/2/20 13:55,IP Address,,100,616,TRUE,11/2/20 13:55,R_1kHbcvqUqTzJhnq,,,,,,,anonymous,EN,Kindergarten,4,2,1,3,5,2138,4,5,3,2,1,Eating turkey,5,1,4,3,2,I consent to take part in this study,1958,I understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,80,4,4,Strengthen our country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,75,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand,20,90,4,4,100,40,85,4,4,100,0,50,4,4,70,5,95,4,4,5,40,90,4,4,100,25,50,4,4,75,5,75,4,4,100,5,60,7,1,30,1,1,,,6,62,Male,White,English,,Very Good,Other,"""tree""",Some college,Somewhat conservative,Strongly Republican,No,none,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,5,1,7,3,6,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20 13:50,11/2/20 13:55,IP Address,,100,320,TRUE,11/2/20 13:55,R_3hlizO8LeZWX09H,,,,,,,anonymous,EN,Kindergarten,4,1,3,2,5,2138,1,5,4,2,3,Eating turkey,1,5,4,3,2,I consent to take part in this study,1981,I understand,,,,,,100,50,1,1,Agree,,,,,,0,0,4,4,Always wrong,,,,,,25,100,4,1,Yes,,,,,,,,,,,,,,,,,,,,,0,100,4,1,Yes,100,100,1,1,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,2,2,A great deal,,,,,,,,,,,,,,,,100,75,4,4,Yes,,,,,,,,,,,4,4,1,1,4,,,,,,,,,,,,,,,,100,100,1,1,Very in favor,,,,,,,,,,,,,,,,,,,,,,,,,,50,100,4,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,7 (very quickly),39,Female,White,English,,Very Good,Other,tree,Four-year college degree,Very liberal,Strongly Democrat,No,,1,,,,,,2,,10,,3,,,,,6,1,,,,,,,,7,,,,8,,,4,,,,5,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20 13:47,11/2/20 13:55,IP Address,,100,470,TRUE,11/2/20 13:55,R_2XiVECRCtrREQYF,,,,,,,anonymous,EN,Kindergarten,5,1,2,4,3,2138,2,1,4,5,3,Eating turkey,4,2,1,5,3,I consent to take part in this study,1964,I understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,4,5,Very interested,,,,,,,,,,,20,60,3,7,Yes,,,,,,,,,,,,,,,,60,80,6,2,"No, should not be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,4,2,,,,,,,,,,,2,2,4,4,2,50,40,2,7,Somewhat opposed,90,50,7,1,Somewhat in favor,,,,,,,,,,,60,80,4,4,Yes,,,,,,,,,,,10,50,2,6,No,20,50,2,6,"Yes, think so",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,56,Female,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat conservative,Independent,No,thanks for the HIT,1,,,,,,,,,,,,5,,,2,,,,3,,,,,,,,,,,6,,,9,8,1,,,4,,,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20 13:49,11/2/20 13:55,IP Address,,100,382,TRUE,11/2/20 13:55,R_1hXARn4v3Qxgfw4,,,,,,,anonymous,EN,Kindergarten,1,4,2,5,3,2138,1,4,5,3,2,Eating turkey,1,5,3,2,4,I consent to take part in this study,1964,I understand,,,,,,,,,,,,,,,,90,80,2,6,Always wrong,50,10,6,3,Big problem,,,,,,100,65,6,2,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,5,3,"No, not made illegal",50,70,6,3,Kept at present level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,90,3,6,Yes,65,90,2,6,Neither agree nor disagree,90,5,5,3,Stay home,,,,,,,,,,,,,,,,95,100,1,6,Allowed,,,,,,75,80,6,3,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,56,Female,White,English,,Very Good,Other,tree,Some college,Somewhat conservative,Lean Republican,No,,1,,,,,,,,1,3,,5,,,,,,,,,,10,6,,,,,,,,,,,,,,,,8,7,4,,,,2,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20 13:47,11/2/20 13:55,IP Address,,100,460,TRUE,11/2/20 13:55,R_1in7sTUFe0AQkl8,,,,,,,anonymous,EN,Kindergarten,2,1,3,4,5,2138,5,3,1,4,2,Eating turkey,2,1,3,5,4,I consent to take part in this study,1957,I understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,90,7,1,Oppose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,100,2,7,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand,50,80,7,1,100,80,90,7,2,100,70,40,7,1,100,10,70,7,1,100,90,80,7,1,100,90,30,7,1,100,40,20,7,1,100,70,90,7,1,100,1,1,,,7 (very quickly),63,Female,White,English,,Very Good,Other,tree,Four-year college degree,Very liberal,Strongly Democrat,No,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,1,4,7,8,5,2,6
11/2/20 13:48,11/2/20 13:55,IP Address,,100,432,TRUE,11/2/20 13:55,R_2ToZXrbmvNXRfCU,,,,,,,anonymous,EN,Kindergarten,2,3,1,5,4,2138,3,4,1,2,5,Eating turkey,5,1,4,3,2,I consent to take part in this study,1992,I understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,71,4,5,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,56,3,6,"Yes, think so",,,,,,,,,,,,,,,,,,,,,,,,,,I understand,40,80,4,4,95,35,79,5,3,99,15,45,7,1,87,37,86,7,3,95,65,89,4,4,90,30,35,7,1,85,25,30,7,1,70,36,74,6,1,90,1,1,,,2,28,Male,White,English,,Very Good,Other,tree,Graduate school,Somewhat liberal,Lean Democrat,No,"None, thanks!",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,7,6,3,5,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20 13:43,11/2/20 13:55,IP Address,,100,695,TRUE,11/2/20 13:55,R_3k6ctkFP0DdANJA,,,,,,,anonymous,EN,Kindergarten,2,3,4,5,1,2138,5,2,4,3,1,Eating turkey,3,5,1,2,4,I consent to take part in this study,1969,I understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,2,6,"Inspired word of God, not to be taken literally",,,,,,,,,,,,,,,,,,,,,4,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand,30,50,6,2,50,40,50,6,2,50,20,40,6,2,40,30,50,6,2,50,40,50,6,2,50,50,40,6,2,50,50,50,6,2,50,30,50,6,2,55,1,1,,,2,50,Female,White,English,,Very Good,Other,tree,Four-year college degree,Neither liberal nor conservative,Independent,No,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,6,4,8,3,5,2,1,7
